0.000000e+00,2.300000e-01,7.700000e-01,1.000000e+01,5.266390e-01,0.000000e+00,1.000004e+00,9.999987e-01
1.000000e-02,0.000000e+00,9.900000e-01,8.118450e+00,1.000000e+00,1.000000e+00,0.000000e+00,1.000000e+00
1.000000e-02,1.000000e-02,9.800000e-01,1.000000e+01,9.250266e-03,1.479152e+01,2.695073e+00,8.583488e-01
1.000000e-02,2.000000e-02,9.700000e-01,8.285332e+00,1.000000e+00,1.000001e+00,1.000000e+00,1.000000e+00
1.000000e-02,3.000000e-02,9.600000e-01,1.000000e+01,3.986465e-02,1.450725e+01,2.677610e+00,8.601892e-01
1.000000e-02,5.000000e-02,9.400000e-01,1.000000e+01,9.215150e-02,1.426831e+01,2.662451e+00,8.616019e-01
1.000000e-02,7.000000e-02,9.200000e-01,1.173238e+01,1.495483e-03,1.219891e+01,2.351126e+00,7.777559e-01
1.000000e-02,8.000000e-02,9.100000e-01,1.182733e+01,9.058356e-03,1.199994e+01,2.330602e+00,7.749515e-01
1.000000e-02,9.000000e-02,9.000000e-01,1.192426e+01,1.772364e-02,1.180578e+01,2.310286e+00,7.721036e-01
1.000000e-02,1.000000e-01,8.900000e-01,1.202322e+01,2.756815e-02,1.161673e+01,2.290202e+00,7.692102e-01
1.000000e-02,1.100000e-01,8.800000e-01,1.212430e+01,3.864004e-02,1.143285e+01,2.270363e+00,7.662712e-01
1.000000e-02,1.200000e-01,8.700000e-01,1.222755e+01,5.094837e-02,1.125441e+01,2.250792e+00,7.632828e-01
1.000000e-02,1.300000e-01,8.600000e-01,1.233304e+01,6.445955e-02,1.108123e+01,2.231486e+00,7.602471e-01
1.000000e-02,1.400000e-01,8.500000e-01,1.244085e+01,7.909628e-02,1.091309e+01,2.212437e+00,7.571656e-01
1.000000e-02,1.500000e-01,8.400000e-01,1.255106e+01,9.474387e-02,1.074965e+01,2.193630e+00,7.540411e-01
1.000000e-02,1.600000e-01,8.300000e-01,1.266374e+01,1.112607e-01,1.059050e+01,2.175043e+00,7.508772e-01
1.000000e-02,1.700000e-01,8.200000e-01,1.277898e+01,1.284905e-01,1.043514e+01,2.156649e+00,7.476783e-01
1.000000e-02,1.800000e-01,8.100000e-01,1.289687e+01,1.462779e-01,1.028306e+01,2.138418e+00,7.444510e-01
1.000000e-02,1.900000e-01,8.000000e-01,1.301749e+01,1.644627e-01,1.013389e+01,2.120330e+00,7.411953e-01
1.000000e-02,2.000000e-01,7.900000e-01,1.314095e+01,1.829061e-01,9.986972e+00,2.102344e+00,7.379191e-01
1.000000e-02,2.100000e-01,7.800000e-01,1.326734e+01,2.014909e-01,9.842026e+00,2.084445e+00,7.346277e-01
1.000000e-02,2.200000e-01,7.700000e-01,1.339677e+01,2.201076e-01,9.698646e+00,2.066608e+00,7.313247e-01
1.000000e-02,2.300000e-01,7.600000e-01,1.352935e+01,2.386665e-01,9.556508e+00,2.048811e+00,7.280142e-01
1.000000e-02,2.400000e-01,7.500000e-01,1.366519e+01,2.570935e-01,9.415331e+00,2.031040e+00,7.246999e-01
